formula,problem,target_noise,predicted_tree,mse_fit,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,time,input_dimension
omega_0/(1-v/c),feynman_I_34_1,0.1,(0.07387168513707132 add ((0.9526587977939527 mul x_2) add ((0.015106893190557167 mul x_0) add ((-0.15440207358580219 mul x_1) sub ((0.0379346201862624 mul cos((-1.3917029554280693 add (-4.250334213481933 mul x_1)))) sub (-1.2956529025715031 mul (x_2 mul inv((1.0131829253546505 add (-0.8906121263315429 mul (x_0 mul exp((0.7336995181430079 add (-0.6244587118170283 mul x_1)))))))))))))),0.010213574,0.937699464,0,0,0,0,40,0.998385891,1,0,0,1,40,10599.84831,3
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0.1,(-0.05464049348821799 add (inv((-6.946719931894251 add (-76.72115099925165 mul (inv((-2.041556323589905 add (-7.404030424294216 mul x_0))) mul ((0.569516194585193 mul x_1) sub (0.8740204168336112 mul inv((-1.7100814840867768 add (-5.726460977375474 mul x_0))))))))) mul ((-7.15990850062473 mul x_2) add (14.778125887853465 mul inv((-30.196102428235953 add (-20.92379860900358 mul (x_1 mul ((11.34384389560873 mul x_1) add (-42.644632810115304 mul x_0)))))))))),0.009823143,0.93557304,0,0,0,0,47,0.999806222,1,0,0,1,47,6912.076487,3
(h/(2*pi))*omega,feynman_I_34_27,0.1,((inv((-95.01636114972439 add (0.08400133112860783 mul x_0))) mul (abs((0.41803380471961227 add (-0.1446687372191044 mul (x_1 mul x_1)))) mul ((-1.046240012266394 add (-8.706114925081126 mul (x_1 mul inv((0.20623720716793217 add (-6.441583197664161 mul x_1)))))))**2)) add (0.15879537152232967 mul (x_1 mul x_0))),0.010000408,0.959890666,0,0,0,0,35,0.999959405,1,0,1,1,35,4103.235781,2
q*v*B/p,feynman_I_34_8,0.1,(0.07613831088617026 add ((inv((1.2050812700937896e-06 add (0.0001404108780885687 mul x_3))) mul ((11.99741588026939 mul x_1) sub (-14.184682604764333 mul exp(((-1.988194521068916 mul x_2) add (-0.36065493403294474 mul x_0)))))) mul abs((3.15980593066955e-07 add (-5.363568986648455 mul (sin((3.1415926723406136 add (2.1688899863993265e-06 mul x_0))) mul x_2)))))),0.009902172,0.978993698,0,0,0,0,37,0.999893023,0,0,0,1,37,5008.451436,4
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0.1,(0.32903735371040643 add (((0.018014628084213533 mul abs((-0.35115628923199577 add (1.3106731327197478 mul x_0)))) sub (-0.022572969825094408 mul x_1)) mul ((1.2066296831403422 mul cos((-25.055836646943174 add (-0.9158241502902642 mul x_0)))) sub (-0.12596359340464006 mul ((-25.957044722439907 add (9.477301553758926 mul (x_2 mul sin((75.3740269712581 add (0.34098367201098856 mul x_2)))))))**2)))),0.011531459,0.972594084,0,0,0,0,39,0.995945247,0,0,0,0,39,10362.56609,3
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),feynman_I_38_12,0.1,(0.036902512000332115 add (inv((-9.6480318238045 add (18.054137947765664 mul x_1))) mul (inv((-0.09768198722109386 add (9.192830674805332 mul x_0))) mul ((2.564510768365706e-06 mul exp(((0.3844894800799142 mul x_2) add ((-0.20227815858990789 mul x_1) add (19.418156183886243 mul sin((13.6533289798355 add (0.08154036886588893 mul x_3)))))))) add (-118.69421538414475 mul x_3))))),0.012387271,0.983875155,0,0,0,0,39,0.997015326,0,0,0,0,39,6974.805789,4
3/2*pr*V,feynman_I_39_1,0.1,(-0.04942161971430294 add (abs((0.16989693055598235 add (8.849083126037513 mul x_0))) mul ((0.16913936787710426 mul x_1) sub (-1.906439756172307e-09 mul inv((1.1210266048441238 add (-1.1675041952576677 mul (sin((-2.0158469232468534 add (89.93232889208252 mul x_1))) mul cos((6.737097058439413 add (-0.6730311126140839 mul x_1))))))))))),0.00986943,0.960430648,0,0,0,0,33,0.999988466,1,0,1,1,33,4742.720639,2
1/(gamma-1)*pr*V,feynman_I_39_11,0.1,(0.04283255875664005 add ((inv((0.0062501762457396895 add (-0.006229347942268114 mul x_0))) mul ((5.574388016854339 mul x_1) sub (-4.996859972105268 mul abs(((0.003966660951840896 mul x_0) add (-0.009319779434631718 mul cos((0.7283554479310724 add (9.492124126727333 mul x_2))))))))) mul sin(((-0.0011090589175378567 mul x_2) add (-1.8433247597892373e-06 mul x_1))))),0.010052759,0.97201902,0,0,0,0,37,0.999785593,1,0,0,1,37,6024.845084,3
n*kb*T/V,feynman_I_39_22,0.1,(((inv((-211.6792322025925 add (-21623.907339339265 mul x_2))) mul (abs(((-0.8535740528708222 mul x_1) add (-665.7896971764657 mul x_3))) mul abs((28718.37807898662 add (28710.407625046104 add x_0))))) mul cos((4.712380463162502 add (-0.0005674842660350112 mul x_1)))) mul x_0),0.009884691,0.978900661,0,0,0,0,31,0.999960001,1,0,0,1,31,6795.914688,4
n_0*exp(-m*g*x/(kb*T)),feynman_I_40_1,0.1,(-0.08851462211519269 add ((inv((6.191642684746996 add (1.3695851894240323 mul x_5))) mul ((0.7449532781426056 add (0.26709882763513454 mul (x_0 mul arctan((-0.2960308371190191 add (0.4172579050667862 mul x_3)))))))**2) mul (((-0.4297590248935751 mul x_1) sub ((0.4060339573578144 mul x_4) sub ((-0.39668424219806686 mul x_2) add (6.204877003900711 mul cos((-7.303574301981531 add (0.15669286805487512 mul x_5))))))))**2)),0.054016616,0.919559374,0,0,0,0,44,0.932894541,0,0,0,0,44,7667.154213,6
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),feynman_I_41_16,0.1,(0.008905593458990887 add (((-2.0753269497963353e-07 mul x_2) add (0.05531370552024373 mul (((38.07784694050044 mul exp(((-1.9092304207041746 mul x_4) add (-0.021841270822132733 mul x_0)))) add (-33.65947495925341 mul cos((-17.244949225763563 add (-0.005380697441970513 mul x_4))))) mul ((0.0005740660343197041 add (0.007682679287880955 mul x_0)))**2))) mul ((-6481.939594322097 mul cos((-1.7446289735835134 add (0.3228473793469407 mul x_2)))) sub (-4708.649221609533 mul (x_3 mul x_1))))),0.010619823,0.986045814,0,0,0,0,49,0.999224563,0,0,0,0,49,17825.88995,5
mu_drift*q*Volt/d,feynman_I_43_16,0.1,(-0.10033420720007931 add (abs((0.013007529505490341 add (0.735368056078653 mul x_1))) mul (abs((0.09839502801334366 add (30.245915739492386 mul (inv((2.2701437660102334e-08 add (1.397806762733894e-06 mul x_3))) mul x_2)))) mul arctan((-1.7128850518660364e-10 add (6.333561768603774e-08 mul x_0)))))),0.009826149,0.97915774,0,0,0,0,29,0.999950057,1,0,0,1,29,4709.698295,4
mob*kb*T,feynman_I_43_31,0.1,(1.366464269738648 add (abs((40.902241674416665 add (-0.1285163338674191 mul (x_2 mul abs((-0.6796420265733086 add (0.04900528995886352 mul x_0))))))) mul abs((-0.03668031625379768 add (18.234267211084003 mul (x_2 mul abs(((-1.5697380126241596e-05 mul x_0) add (0.0013560410393855316 mul (x_1 mul x_0)))))))))),0.009990511,0.97115997,0,0,0,0,33,0.999968005,1,0,0,1,33,4364.115796,3
1/(gamma-1)*kb*v/A,feynman_I_43_43,0.1,(-0.009398476747174329 add (inv((-19532.14236783209 add (18992.333439948037 mul x_0))) mul (inv((-4260.446627114435 add (324623.9039900597 mul x_2))) mul ((2684.703956765189 mul abs((-26731.189216209 add (-8.125974919771107e-06 mul (x_3 mul (x_1 mul ((-516648.8376784551 add (-3558.136211616874 mul x_0)))**2)))))) add (129995.41531135 mul x_1))))),0.009913159,0.979308197,0,0,0,0,37,0.999852788,1,0,0,1,37,5517.709445,4
n*kb*T*ln(V2/V1),feynman_I_44_4,0.1,(0.36050307965859246 add ((inv((-25.489324067592936 add (-10.057702234382944 mul x_3))) mul ((7.955633015259132e-07 mul x_3) sub (7.900325588514493e-07 mul x_4))) mul exp(((0.3252809050406382 mul x_2) add ((-0.18477934161610576 mul x_4) add (-13.99687614660799 mul arctan((-3.248339110241451 add (-0.35247967670751756 mul (x_1 mul x_0)))))))))),0.01475109,0.985248876,0,0,0,0,36,0.995132139,0,0,0,0,36,9843.647297,5
sqrt(gamma*pr/rho),feynman_I_47_23,0.1,(0.3671229173688653 add (inv((3.696231205698981 add (1.9258853019486277 mul x_2))) mul ((0.500146099810939 mul x_1) sub ((-16.12174987991086 mul sin(((0.3177000174158481 mul x_0) add (11.487994923577421 mul inv((4.7649486221664095 add (0.20535839222651306 mul (x_0 mul x_1)))))))) add ((-5.205830809683857 mul x_0) sub (7.398821719109793 mul arctan((0.9865113728902454 add (-4.467631565989199 mul x_2))))))))),0.010099165,0.92499747,0,0,0,0,43,0.998481393,1,0,0,1,43,4016.795778,3
m*c**2/sqrt(1-v**2/c**2),feynman_I_48_2,0.1,(-1.817862205121841 add (abs((0.33801370986899654 add (6.746816133076118 mul x_0))) mul ((-3.929693962378177 mul sin((-6.254961414141477 add (-0.265768149702909 mul x_1)))) add (0.009846237088672211 mul abs(((-1.2605513752935675 mul ((0.24444020786578552 add (-3.443107597680582 mul x_2)))**2) add (72.21912479400727 mul x_1))))))),0.0098816,0.971149995,0,0,0,0,33,0.999961899,1,0,0,1,33,4763.009856,3
x1*(cos(omega*t)+alpha*cos(omega*t)**2),feynman_I_50_26,0.1,(-0.2561888031786829 add (((-0.46950328090527915 add (-0.20247763689531897 mul x_0)))**2 mul ((0.5606721951021201 add (-3.4544269647677166 mul (sin((3.403089125877996 add (0.22982627566777603 mul x_3))) mul sin((1.555570304614745 add (1.0012732653966783 mul (x_1 mul x_2))))))))**2)),0.018544716,0.970387339,0,0,0,0,29,0.986305666,0,0,0,0,29,2615.481516,4
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2,0.1,(-0.04953448083774527 add (((-2.0108354320594515 add (0.17825481698948664 mul x_0)))**2 mul ((0.018659923665850012 mul x_0) add (0.0001579981905374262 mul (((-5.973961515124835 mul x_0) add (31.441158484342743 mul cos((0.10288159571311543 add (9.998952418447205 mul (x_1 mul inv((6.238927674134237 add (14.371234032567651 mul x_0))))))))))**2)))),0.010173523,0.924535715,0,0,0,0,35,0.997412035,1,0,0,1,35,4755.066112,2
exp(-theta**2/2)/sqrt(2*pi),feynman_I_6_2a,0.1,(sin((0.4431708647384915 add (-0.1054183333621353 mul x_0))) mul exp(((0.08387920758023029 mul x_0) add (-0.40102330840027306 mul (x_0 mul x_0))))),0.009858023,0.978037687,0,0,0,0,17,0.999935147,1,0,0,1,17,1491.370428,1
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2b,0.1,(0.1370354253777208 add ((((0.0008803622484412783 mul cos((-0.8266390992864387 add (-9.317720161571094 mul x_2)))) add (-2.990164092403513 mul cos((4.868248942974164 add (-0.05159454760895475 mul x_0))))))**2 mul ((0.18287347401601425 mul x_0) sub (-2.1978998878503595 mul cos(((-1.0658244693650691 mul x_1) add (1.0697604375949339 mul x_2))))))),0.010858394,0.886862786,0,0,0,0,35,0.989066719,0,0,0,1,35,866.5034029,3
sqrt((x2-x1)**2+(y2-y1)**2),feynman_I_8_14,0.1,(0.13032362372058293 add ((0.789477488011957 mul abs(((-0.9057461716626677 mul x_2) add (0.9088404504062171 mul x_3)))) add (0.09214718003083203 mul abs(((-8.052224952994552 mul x_0) sub ((-8.098742477330255 mul x_1) sub (0.15218444032108056 mul cos((4.068508070968483 add (-1.9757277849032544 mul x_1)))))))))),0.018172277,0.905709948,0,0,0,0,32,0.954452711,0,0,0,0,32,929.7809613,4
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),feynman_I_9_18,0.1,(-0.0033816006912958164 add ((((-6.967042343803534 mul (((-1.527628942268392 mul x_1) sub (-0.3192336831798874 mul x_7)) mul x_4)) sub (-7.902355352491481 mul x_0)) mul exp((-0.049453793199249786 add (-0.34349016192358006 mul x_3)))) mul (((1.4813986479428616 mul ((16.678615910820014 add (-2.602354606982207 mul x_5)))**2) add (53.63796930461024 mul x_6)) mul (((11.040284272162054 mul x_8) sub (-11.420231370813546 mul x_0)) mul (inv((15.172815428578579 add (10.506628786973408 mul x_7))) mul ((20.111949779477477 mul cos((1.570796972399791 add (-1.2767858274173056e-05 mul x_2)))) sub (-5.251327224604027e-06 mul x_6))))))),0.012345323,0.925988101,0,0,0,0,65,0.985218749,0,0,0,0,65,9208.710164,9
???,feynman_test_1,0.1,(0.08063955893530124 add (((0.145056362636304 mul x_0) add (8.68428982013314 mul exp(((1.4099995870270656 mul x_1) add (-2.886454342587542 mul x_6))))) mul (exp(((1.303336331208542 mul x_3) add (-1.155691570545162 mul x_5))) mul exp(((1.181217334511637 mul x_0) sub (-0.9622008771314392 mul cos(((-1.469881952629713 mul x_4) add (-1.5119729354647922 mul x_2))))))))),0.028192345,0.965636314,0,0,0,0,41,0.977534813,0,0,0,0,41,9281.079203,7
???,feynman_test_10,0.1,(((inv((-0.0005057837801583463 add (-0.007265643538275444 mul (inv((2.4456009128337155 add (-5.288823582135849 mul x_1))) mul x_0)))) add (97.02961522867571 mul x_2)) mul inv((611.2294605604889 add (0.8706494284188214 mul (x_1 mul exp((1.5270728470829655 add (1.6264485016170096 mul x_2)))))))) add (0.9093826252215681 mul x_2)),0.00993634,0.802423486,0,0,0,0,35,0.997560255,1,0,0,1,35,5450.794103,3
???,feynman_test_11,0.1,(-0.07228788055461209 add (abs((0.8057840190577449 add (8.123049510494672 mul x_0))) mul exp(((-0.3418175897887814 mul x_1) add ((-1087.889909903167 mul sin((7.7752957352789664 add (0.02815856375113598 mul x_2)))) add (1086.1695463921392 mul sin((-4.638863742825629 add (-0.023273341272117852 mul (x_3 mul x_2)))))))))),0.01137088,0.954874633,0,0,0,0,33,0.994036438,0,0,0,1,33,6234.950016,4
???,feynman_test_12,0.1,(-0.009102716878293 add (abs((-0.00013536004843534613 add (0.004216186643708871 mul x_3))) mul (abs((-1798.737048814095 add (8055.321242450773 mul (x_0 mul ((-532.6593373456019 mul x_2) add (-240.82165396901462 mul exp((-739.3035928748482 add (-40.46490011140361 mul x_4))))))))) mul inv((491.91996025482854 add (493.9747263262429 mul (x_1 mul ((17.645318093745203 mul x_1) add (18.220681661453288 mul x_1))))))))),0.009926826,0.979549325,0,0,0,0,43,0.999888305,1,0,0,1,43,3689.786623,5
???,feynman_test_13,0.1,(-0.0022124366081499747 add (((-0.044234530506150414 mul ((-0.891638144879739 add (-0.0016149222928946775 mul x_3)))**2) add (-0.036838254810186044 mul (((-1.3145064984193602 mul x_0) add (-3.9018213865263665 mul x_4)) mul inv((-0.008404507677189688 add (3.801195403820363 mul x_4)))))) mul ((0.04452347147996706 mul x_1) add ((-0.27997090037308475 mul x_2) sub (-2.228892874171594 mul exp(((-0.0020482079039966855 mul x_4) add (0.41054803908499676 mul ((-1.0411155427622278 add (0.3386733670165679 mul x_3)))**2)))))))),0.029589107,0.922293862,0,0,0,0,51,0.945148977,0,0,0,0,51,4804.102098,5
???,feynman_test_14,0.1,(0.040083437238805524 add (((-0.2957693978191727 mul (inv((10.907525246292996 add (-18.29709878974394 mul x_2))) mul ((2.9158547507632426 mul x_1) sub (36.32482740247935 mul x_3)))) sub (-0.31163192217818425 mul x_2)) mul (cos((3.1392689101109257 add (0.998407712631089 mul x_1))) mul exp(((0.42466721529251006 mul x_3) add (-0.4024257940495911 mul (x_0 mul cos((-1.2299684454554565 add (-0.4052911320124042 mul x_4)))))))))),0.119873622,0.880124506,0,0,0,0,45,0.891871167,0,0,0,0,45,11945.54654,5
???,feynman_test_15,0.1,(-0.1483687479079394 add (((1.4043665521529327 mul x_2) sub (-2.185064143374032 mul (inv((-0.7979225134160682 add (1.1171073459286016 mul x_0))) mul ((0.36431858260428995 mul x_1) sub (-5.859428034217027 mul (inv((9.90481431881973 add (-2.4166296807725387 mul x_1))) mul (cos((-2.657013148872295 add (-1.1534464880042326 mul x_3))) mul x_2))))))) mul cos((-5.540412924056045 add (-0.0027613643649591142 mul x_3))))),0.01034139,0.933875858,0,0,0,0,43,0.996765656,0,0,0,1,43,4135.082554,4
???,feynman_test_16,0.1,(-7.898797703124995 add ((-20.829035858662525 mul x_0) sub (0.03628184529992626 mul (((1.008281565826737 mul ((-10.14107313933074 add (-11.066465242058095 mul x_1)))**2) add (1.1995204260155161 mul ((-62.44571316772507 add (1.2188511954161065 mul (((1.2426987392262956 add (0.025496064247957948 mul x_4)))**2 mul ((0.23951498813403765 mul ((-4.63910729637545 add (-0.08691376130878112 mul x_2)))**2) sub (0.8198170055692201 mul x_3))))))**2)) mul ((-0.16253885704963372 mul x_0) add ((-0.014903920339084985 mul x_5) sub (-0.024475784967851865 mul (((0.5081254472811331 mul x_3) add (-0.15524862290151073 mul x_0)) mul ((-1.022433156038708 mul x_4) add (0.6360752319476801 mul x_0)))))))))),0.012566939,0.953430304,0,0,0,0,69,0.989827778,0,0,0,0,69,11843.87208,6
???,feynman_test_17,0.1,(19.150178906229087 add ((inv((0.43305149414073046 add (1.8111909858499287 mul x_3))) mul abs((2.3178691818278296 add (2.4573250337532335 mul (x_0 mul (((0.5184242495844714 add (0.08598431498774785 mul x_4)))**2 mul x_5)))))) mul ((-1.5283749843790668 mul x_1) sub (-0.09942893137883883 mul ((4.472414843953357 add (-6.923343658456557 mul (x_4 mul ((0.7066910949754069 mul x_1) add (0.038730147785340285 mul x_0))))))**2)))),0.011253668,0.98477997,0,0,0,0,45,0.99799072,0,0,0,0,45,5630.723224,6
???,feynman_test_18,0.1,(0.0025209448420466006 add (inv((0.12823667209723533 add (5.694280677764109 mul x_0))) mul ((14.20706216096216 mul arctan((-2.1046429753835136 add (0.4455658046435067 mul x_3)))) add (1.653401330973958 mul abs((9.655224631263646 add (2.0638422774120544 mul (exp(((-1.384140603151604 mul x_2) add (0.6069119719090781 mul x_4))) mul x_1)))))))),0.015741052,0.966776568,0,0,0,0,35,0.987310019,0,0,0,0,35,7012.458339,5
???,feynman_test_19,0.1,(0.12794060184606867 add ((inv((-13.994742519342495 add (520.8550064211267 mul x_0))) mul ((0.027472275507062244 mul ((-86.80487640833842 add (118.1700087639561 mul x_3)))**2) sub ((396.8633035972415 mul (inv((-0.6979002025867919 add (1.2273982800317966 mul x_2))) mul x_1)) sub (139.26095468297217 mul x_4)))) mul (((-0.7731126073322503 mul x_3) add ((-0.08230772703207338 mul x_0) sub (-5.984113854907917 mul x_4))) mul ((0.1460772903552489 mul x_5) add (104.90995023295204 mul cos((-4.710400244101711 add (-7.16120480720266e-05 mul x_2)))))))),0.030976873,0.958568135,0,0,0,0,57,0.970863777,0,0,0,0,57,10735.84037,6
???,feynman_test_2,0.1,(-0.5335504567615741 add ((inv((-23.598549937051224 add (47.30684590804032 mul x_2))) mul ((-1.7870695225617725 mul x_3) sub (6.237019384269275 mul exp(((0.42480073471404517 mul x_0) add (0.3621535690491389 mul x_1)))))) mul ((-3.4174407026488924 mul cos(((1.0043299617662456 mul x_4) add (-1.0009159217491668 mul x_5)))) add (2.0210442660263594 mul arctan((5.221741628747569 add (-69.98055333815789 mul x_1))))))),0.017056517,0.97560304,0,0,0,0,43,0.98971685,0,0,0,0,43,12696.67842,6
???,feynman_test_20,0.1,(0.4703269035326347 add (sin((15.706369167544604 add (0.000944126051816149 mul x_1))) mul ((203.230114208857 mul cos((80.9461755836202 add (-20.050724355545675 mul x_1)))) sub (-237.08036744720928 mul ((exp(((-1.0112347393838068 mul (x_0 mul x_5)) add (-0.869651903588125 mul x_4))) mul x_3) mul ((-588.8957459601918 mul x_2) sub (-540.7561697617969 mul x_0))))))),0.289769352,0.706973924,0,0,0,0,40,0.823123822,0,0,0,0,40,8893.383307,7
???,feynman_test_3,0.1,(-0.19458964066061474 add ((0.08959128357645657 mul x_1) sub (-2.277116246553634 mul (((5.309541326232675 mul (x_0 mul cos((-0.16776927226277083 add (-3.828905239894395 mul (x_3 mul inv((-3.6663662973163236 add (-22.200210008442173 mul x_2))))))))) add (-5.316907909496395 mul x_0)) mul abs((69.60198501025039 add (-63.22384792612692 mul x_1))))))),0.010114105,0.938371781,0,0,0,0,36,0.998510351,1,0,0,1,36,11350.07427,4
???,feynman_test_4,0.1,(0.8198444507696149 add (inv((62.77204525618863 add (68.46422638077973 mul x_0))) mul ((38.71278547738201 mul x_1) sub ((34.70320125409796 mul x_2) add (-35.3122477888685 mul (inv((1.1957867034215839 add (69.32897743000929 mul x_0))) mul ((0.2858606351942822 mul ((-33.283220019000986 add (-5.634697741931553 mul x_0)))**2) add (-64.26095837681338 mul (inv(((0.31426839072973073 mul x_4) add (-0.07038038353994053 mul x_3))) mul x_4))))))))),0.010142355,0.742754531,0,0,0,0,47,0.994691963,1,0,0,1,47,8529.0665,5
???,feynman_test_5,0.1,(-1.002180946143462 add ((inv((9.799661850579366 add (5.780525853470261 mul x_2))) mul ((-0.00023202420911444806 mul x_2) sub (4.448129101450164 mul sin((-6.282875874887534 add (-3.963105619067637e-05 mul x_3)))))) mul (((18.93375543175302 mul x_1) add (6.7334026093174 mul ((-5.0338974373065914 add (1.1004240416891966 mul x_1)))**2)) mul (x_0 mul inv((-0.0022527860717986574 add (0.00025176852905912033 mul x_0))))))),0.010182759,0.945813336,0,0,0,0,43,0.998233112,0,0,0,1,43,11890.77546,4
???,feynman_test_6,0.1,(0.9880394170323149 add ((exp(((-0.7991011412288235 mul x_3) add (1.0079196888470854 mul cos((5.405825203989233 add (0.6152191111504867 mul x_0)))))) mul exp(((-0.8166673017767898 mul x_4) add ((-2.031491163750605 mul x_5) sub ((-0.23104320081391483 mul x_1) add ((0.36501225127314346 mul x_2) sub ((0.9563340603106988 mul x_0) sub (-0.3126621656066575 mul x_6)))))))) mul ((2.640204480595397 mul x_1) add (1.0995817431962096 mul abs((-1.678972322595954 add (1.0017068814332388 mul x_3))))))),0.01177123,0.908903864,0,0,0,0,53,0.981509377,0,0,0,1,53,14772.26112,7
???,feynman_test_7,0.1,(-437.38136860829076 add (inv((-147.10503144608086 add (63.91741771624454 mul x_3))) mul (((0.04777654371962666 mul x_1) sub (-243.2612685805367 mul arctan((18.627682647019544 add (1.5590794918562991 mul (x_1 mul x_0)))))) mul ((76.04516284834722 mul x_3) add (-175.031351225026 mul sin((-68.08637392524363 add (41.85525966794175 mul (inv((-0.25775365804821 add (-607.1649212996787 mul x_4))) mul ((-0.05876444036801174 mul x_0) add (-1010.42442257537 mul x_4))))))))))),0.010054472,0.821473383,0,0,0,0,49,0.998146003,1,0,0,1,49,12119.17785,5
